blz,bankname,lkz
37080091,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 9",DE
37080092,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 10",DE
37080093,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 11",DE
37080094,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 12",DE
37080095,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 13",DE
37080096,Commerzbank vormals Dresdner Bank Zw 96,DE
37080097,Commerzbank vormals Dresdner Bank Zw 97,DE
37080098,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 14",DE
37080099,Commerzbank vormals Dresdner Bank Zw 99,DE
37089340,Commerzbank vormals Dresdner Bank ITGK I,DE
37089342,Commerzbank vormals Dresdner Bank ITGK II,DE
37160087,Kölner Bank,DE
37161289,VR-Bank Rhein-Erft,DE
37540050,Commerzbank,DE
37551020,Stadt-Sparkasse Leichlingen,DE
37551440,Sparkasse Leverkusen,DE
37551670,Stadt-Sparkasse Düsseldorf Fil Monheim,DE
37551780,Stadt-Sparkasse Langenfeld,DE
37560092,Volksbank Rhein-Wupper,DE
37570024,Deutsche Bank Privat und Geschäftskunden,DE
37570064,Deutsche Bank,DE
38000000,Bundesbank eh Bonn,DE
38010053,Postbank Zentrale,DE
38010111,SEB,DE
38010700,DSL Bank,DE
38010900,KfW Ndl Bonn,DE
38010999,KfW Ausbildungsförderung Bonn,DE
38011000,VÖB-ZVD Bank,DE
38011001,VÖB-ZVD Bank Gf 1,DE
38011002,VÖB-ZVD Bank Gf 2,DE
38011003,VÖB-ZVD Bank Gf 3,DE
38011004,VÖB-ZVD Bank Gf 4,DE
38011005,VÖB-ZVD Bank Gf 5,DE
38011006,VÖB-ZVD Bank für Zahlungsverkehrsdienstleistungen Gf 6,DE
38011007,VÖB-ZVD Bank für Zahlungsverkehrsdienstleistungen Gf 7,DE
38011008,VÖB-ZVD Bank für Zahlungsverkehrsdienstleistungen Gf 8,DE
38020090,UniCredit Bank - HypoVereinsbank,DE
38040007,Commerzbank,DE
38050000,Sparkasse Bonn -alt-,DE
38051290,Stadtsparkasse Bad Honnef,DE
38060186,Volksbank Bonn Rhein-Sieg,DE
38070024,Deutsche Bank Privat und Geschäftskunden,DE
38070059,Deutsche Bank,DE
38070724,Deutsche Bank Privat und Geschäftskunden F 950,DE
38077724,Deutsche Bank Privat und Geschäftskunden F 950,DE
38080055,Commerzbank vormals Dresdner Bank,DE
38160220,VR-Bank Bonn,DE
38250110,Kreissparkasse Euskirchen,DE
38440016,Commerzbank,DE
38450000,Sparkasse Gummersbach-Bergneustadt,DE
38452490,Sparkasse der Homburgischen Gemeinden,DE
38462135,Volksbank Oberberg,DE
38470024,Deutsche Bank Privat und Geschäftskunden,DE
38470091,Deutsche Bank,DE
38600000,Bundesbank eh Siegburg,DE
38621500,Steyler Bank,DE
38650000,Kreissparkasse Siegburg,DE
38651390,Sparkasse Hennef,DE
39000000,Bundesbank,DE
39010111,SEB,DE
39020000,Aachener Bausparkasse,DE
39040013,Commerzbank,DE
39050000,Sparkasse Aachen,DE
39060180,Aachener Bank,DE
39060630,apoBank,DE
39061981,Heinsberger Volksbank,DE
39070020,Deutsche Bank,DE
39070024,Deutsche Bank Privat und Geschäftskunden,DE
39080005,Commerzbank vormals Dresdner Bank,DE
39080098,Commerzbank vormals Dresdner Bank Zw 98,DE
39080099,Commerzbank vormals Dresdner Bank Zw 99,DE
39160191,Pax-Bank,DE
39161490,Volksbank Aachen Süd,DE
39162980,VR-Bank,DE
39362254,Raiffeisen-Bank Eschweiler,DE
39500000,Bundesbank eh Düren,DE
39540052,Commerzbank,DE
39550110,Sparkasse Düren,DE
39560201,Volksbank Düren,DE
39570024,Deutsche Bank Privat und Geschäftskunden,DE
39570061,Deutsche Bank,DE
39580041,Commerzbank vormals Dresdner Bank,DE
40000000,Bundesbank eh Münster,DE
40010111,SEB,DE
40022000,NRW.BANK,DE
40030000,Münsterländische Bank Thie & Co,DE
40040028,Commerzbank,DE
40050000,WestLB Münster,DE
40050150,Sparkasse Münsterland Ost,DE
40055555,LBS Westdeutsche Landesbausparkasse,DE
40060000,WGZ Bank,DE
40060265,DKM Darlehnskasse Münster,DE
40060300,WL BANK Westfälische Landschaft Bodenkreditbank,DE
40060560,Sparda-Bank Münster,DE
40060614,apoBank,DE
40061238,Volksbank Greven,DE
40069226,Volksbank Lette-Darup-Rorup,DE
40069266,Volksbank Marsberg,DE
40069283,Volksbank Schlangen,DE
40069348,Volksbank Medebach -alt-,DE
40069362,Volksbank,DE
40069363,Volksbank Schermbeck,DE
40069371,Volksbank Thülen,DE
40069408,Volksbank Baumberge,DE
40069462,Volksbank Sprakel,DE
40069477,Volksbank Wulfen -alt-,DE
40069546,Volksbank Senden,DE
40069600,Volksbank Amelsbüren,DE
40069601,Volksbank Ascheberg-Herbern,DE
40069606,Volksbank Erle,DE
40069622,Volksbank Seppenrade,DE
40069636,Volksbank Lette -alt-,DE
40069709,Volksbank Lembeck-Rhade,DE
40069716,Volksbank Südkirchen-Capelle-Nordkirchen,DE
40070024,Deutsche Bank Privat und Geschäftskunden,DE
40070080,Deutsche Bank,DE
40080040,Commerzbank vormals Dresdner Bank,DE
40080085,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 1",DE
40090900,PSD Bank Westfalen-Lippe,DE
40150001,SI/WLB Verrechnung Münster,DE
40153768,Verbundsparkasse Emsdetten Ochtrup,DE
40154006,Sparkasse Gronau,DE
40154476,Stadtsparkasse Lengerich,DE
40154530,Sparkasse Westmünsterland,DE
40154702,Stadtsparkasse Stadtlohn,DE
40160050,Volksbank Münster,DE
40163123,Volksbank Coesfeld -alt-,DE
40163720,Volksbank Nordmünsterland,DE
40164024,Volksbank Gronau-Ahaus,DE
40164256,Volksbank Laer-Horstmar-Leer,DE
40164352,Volksbank Nottuln,DE
40164528,Volksbank Lüdinghausen-Olfen,DE
40164618,Volksbank,DE
40164901,Volksbank Gescher,DE
40165366,Volksbank Selm-Bork,DE
40166439,Volksbank Lengerich/Lotte -alt-,DE
40166800,Volksbank Buldern -alt-,DE
40300000,Bundesbank eh Rheine,DE
40340030,Commerzbank,DE
40350005,Stadtsparkasse Rheine,DE
40351060,Kreissparkasse Steinfurt,DE
40351220,Sparkasse Steinfurt -alt-,DE
40361627,Volksbank Westerkappeln-Wersen,DE
40361906,Volksbank Tecklenburger Land,DE
40363433,Volksbank Hörstel -alt-,DE
40370024,Deutsche Bank Privat und Geschäftskunden,DE
40370079,Deutsche Bank,DE
41000000,Bundesbank eh Hamm,DE
41010111,SEB,DE
41040018,Commerzbank,DE
41041000,ZTB der Commerzbank,DE
41050095,Sparkasse Hamm,DE
41051605,Stadtsparkasse Werne,DE
41051845,Sparkasse Bergkamen-Bönen,DE
41060120,Volksbank Hamm,DE
41061011,Spar- und Darlehnskasse Bockum-Hövel,DE
41061903,BAG Bankaktiengesellschaft,DE
41062215,Volksbank Bönen,DE
41070024,Deutsche Bank Privat und Geschäftskunden,DE
41070049,Deutsche Bank,DE
41240048,Commerzbank,DE
41250035,Sparkasse Beckum-Wadersloh,DE
41260006,Volksbank Beckum,DE
41261324,Volksbank Enniger-Ostenfelde-Westkirchen,DE
41261419,Volksbank Oelde-Ennigerloh-Neubeckum,DE
41262501,Volksbank Ahlen-Sassenberg-Warendorf,DE
41262621,Vereinigte Volksbank Telgte,DE
41280043,Commerzbank vormals Dresdner Bank,DE
41440018,Commerzbank,DE
41450075,Sparkasse Soest,DE
41451750,Sparkasse Werl,DE
41460116,Volksbank Hellweg,DE
41462295,Volksbank Wickede (Ruhr),DE
41650001,Sparkasse Lippstadt,DE
41651770,Sparkasse Hochsauerland,DE
41651815,Sparkasse Erwitte-Anröchte,DE
41651965,Sparkasse Geseke,DE
41652560,Sparkasse Warstein-Rüthen -alt-,DE
41660124,Volksbank Lippstadt,DE
41661206,Volksbank Anröchte,DE
41661504,Volksbank Benninghausen,DE
41661719,Volksbank Brilon,DE
41662465,Volksbank Störmede,DE
41662557,Volksbank Warstein-Belecke -alt-,DE
41663335,Volksbank Hörste,DE
41670024,Deutsche Bank Privat und Geschäftskunden,DE
41670027,Deutsche Bank,DE
41670028,Deutsche Bank,DE
41670029,Deutsche Bank,DE
41670030,Deutsche Bank,DE
42000000,Bundesbank eh Gelsenkirchen,DE
42010111,SEB,DE
42030600,Isbank Fil Gelsenkirchen,DE
42040040,Commerzbank,DE
42050001,Sparkasse Gelsenkirchen,DE
42070024,Deutsche Bank Privat und Geschäftskunden,DE
42070062,Deutsche Bank,DE
42080082,Commerzbank vormals Dresdner Bank,DE
42260001,Volksbank Ruhr Mitte,DE
42450040,Stadtsparkasse Gladbeck,DE
42451220,Sparkasse Bottrop,DE
42461435,Volksbank Kirchhellen,DE
42600000,Bundesbank eh Recklinghausen,DE
42610112,SEB,DE
42640048,Commerzbank,DE
42650150,Sparkasse Vest Recklinghausen,DE
42651315,Stadtsparkasse Haltern am See,DE
42661008,Volksbank Marl-Recklinghausen,DE
42661330,Volksbank Haltern,DE
42661522,Volksbank Herten-Westerholt -alt-,DE
42661717,Volksbank Waltrop,DE
42662320,Volksbank Dorsten,DE
42680081,Commerzbank vormals Dresdner Bank,DE
42840005,Commerzbank,DE
42850035,Stadtsparkasse Bocholt,DE
42860003,Volksbank Bocholt,DE
42861239,Spar- und Darlehnskasse,DE
42861387,VR-Bank Westmünsterland,DE
42861416,Volksbank,DE
42861515,Volksbank Gemen,DE
42861608,Volksbank Heiden,DE
42861814,Volksbank Rhede,DE
42862451,Volksbank Raesfeld,DE
42870024,Deutsche Bank Privat und Geschäftskunden,DE
42870077,Deutsche Bank,DE
43000000,Bundesbank,DE
43010111,SEB,DE
43040036,Commerzbank,DE
43050001,Sparkasse Bochum,DE
43051040,Sparkasse Hattingen,DE
43060129,Volksbank Bochum Witten,DE
43060967,GLS Gemeinschaftsbank,DE
43070024,Deutsche Bank Privat und Geschäftskunden,DE
43070061,Deutsche Bank,DE
43080083,Commerzbank vormals Dresdner Bank,DE
43250030,Herner Sparkasse,DE
44000000,Bundesbank,DE
44010046,Postbank,DE
44010111,SEB,DE
44010200,BHW Bausparkasse,DE
44010300,"The Royal Bank of Scotland, Niederlassung Deutschland",DE
44020090,UniCredit Bank - HypoVereinsbank,DE
44040037,Commerzbank,DE
44040060,Commerzbank CC,DE
44040061,Commerzbank CC,DE
44050000,WestLB Dortmund,DE
44050199,Sparkasse Dortmund,DE
44060122,Volksbank Dortmund-Nordwest,DE
44060604,apoBank,DE
44064406,Bank für Kirche und Diakonie - KD-Bank Gf Sonder-BLZ,DE
44070024,Deutsche Bank Privat und Geschäftskunden,DE
44070050,Deutsche Bank,DE
44080050,Commerzbank vormals Dresdner Bank,DE
44080055,Commerzbank vormals Dresdner Bank Zw 55,DE
44080057,Commerzbank vormals Dresdner Bank Gf ZW 57,DE
44080085,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 2",DE
44089320,Commerzbank vormals Dresdner Bank ITGK,DE
44090920,PSD Bank Dortmund -alt-,DE
44130000,HKB Bank,DE
44152370,Sparkasse Lünen,DE
44152490,Stadtsparkasse Schwerte,DE
44160014,Dortmunder Volksbank,DE
44340037,Commerzbank,DE
44350060,Kreis- und Stadtsparkasse Unna,DE
44351380,Sparkasse Kamen,DE
44351740,Sparkasse Fröndenberg,DE
44360002,Volksbank Unna Schwerte -alt-,DE
44361342,Volksbank Kamen-Werne,DE
44540022,Commerzbank,DE
44550045,Sparkasse der Stadt Iserlohn,DE
44551210,Sparkasse Märkisches Sauerland Hemer-Menden,DE
44561102,Volksbank Letmathe -alt-,DE
44570004,Deutsche Bank,DE
44570024,Deutsche Bank Privat und Geschäftskunden,DE
44580070,Commerzbank vormals Dresdner Bank,DE
44580085,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 1",DE
44750065,Sparkasse Menden,DE
44760037,Volksbank Menden -alt-,DE
44761312,Mendener Bank,DE
44761534,Volksbank im Märkischen Kreis,DE
45000000,Bundesbank,DE
45030000,HKB Bank,DE
45040042,Commerzbank,DE
45050001,Sparkasse Hagen,DE
45051485,Stadtsparkasse Herdecke,DE
45060009,Märkische Bank,DE
45061524,Volksbank Hohenlimburg,DE
45070002,Deutsche Bank,DE
45070024,Deutsche Bank Privat und Geschäftskunden,DE
45080060,Commerzbank vormals Dresdner Bank,DE
45240056,Commerzbank,DE
45250035,Sparkasse Witten,DE
45251480,Stadtsparkasse Wetter,DE
45251515,Stadtsparkasse Sprockhövel,DE
45260041,Volksbank Witten -alt-,DE
45260475,Spar- u Kreditbank d Bundes Fr ev Gemeinden,DE
45261547,Volksbank Sprockhövel,DE
45450050,Stadtsparkasse Gevelsberg,DE
45451060,Sparkasse Ennepetal-Breckerfeld,DE
45451555,Stadtsparkasse Schwelm,DE
45660029,Volksbank Altena -alt-,DE
45840026,Commerzbank,DE
45841031,Commerzbank,DE
45850005,Sparkasse Lüdenscheid,DE
45851020,Vereinigte Sparkasse im Märkischen Kreis,DE
45851665,Sparkasse Kierspe-Meinerzhagen,DE
45860033,Volksbank Lüdenscheid -alt-,DE
45861434,Volksbank Kierspe,DE
45861617,Volksbank Meinerzhagen -alt-,DE
46000000,Bundesbank eh Siegen,DE
46010111,SEB,DE
46040033,Commerzbank,DE
46050001,Sparkasse Siegen,DE
46051240,Sparkasse Burbach-Neunkirchen,DE
46051733,Stadtsparkasse Freudenberg,DE
46051875,Stadtsparkasse Hilchenbach,DE
46052855,Stadtsparkasse Schmallenberg,DE
46053480,Sparkasse Wittgenstein,DE
46060040,Volksbank Siegerland,DE
46061724,VR-Bank Freudenberg-Niederfischbach,DE
46062817,Volksbank Bigge-Lenne,DE
46063405,Volksbank Wittgenstein,DE
46070024,Deutsche Bank Privat und Geschäftskunden,DE
46070090,Deutsche Bank,DE
46080010,Commerzbank vormals Dresdner Bank,DE
46240016,Commerzbank,DE
46250049,Sparkasse Olpe-Drolshagen-Wenden,DE
46251590,Sparkasse Finnentrop,DE
46251630,Sparkasse Attendorn-Lennestadt-Kirchhundem,DE
46260023,Volksbank Olpe -alt-,DE
46261306,Volksbank Attendorn -alt-,DE
46261607,Volksbank Grevenbrück,DE
46261822,Volksbank Olpe-Wenden-Drolshagen,DE
46262456,Volksbank Bigge-Lenne -alt-,DE
46400000,Bundesbank eh Arnsberg,DE
46441003,Commerzbank,DE
46451012,Zweckverbandssparkasse Meschede,DE
46451250,Sparkasse Bestwig -alt-,DE
46461126,Volksbank Sauerland -alt-,DE
46462271,Spar- und Darlehnskasse Oeventrop,DE
46464453,Volksbank Reiste-Eslohe,DE
46640018,Commerzbank,DE
46650005,Sparkasse Arnsberg-Sundern,DE
46660022,Volksbank Sauerland,DE
46670007,Deutsche Bank,DE
46670024,Deutsche Bank Privat und Geschäftskunden,DE
47200000,Bundesbank eh Paderborn,DE
47240047,Commerzbank,DE
47250101,Sparkasse Paderborn,DE
47251550,Sparkasse Höxter,DE
47251740,Stadtsparkasse Delbrück,DE
47260121,Volksbank Paderborn-Höxter-Detmold,DE
47260234,Volksbank Elsen-Wewer-Borchen,DE
47260307,Bank für Kirche und Caritas,DE
47261429,Volksbank Haaren -alt-,DE
47261603,Volksbank Büren und Salzkotten,DE
47262406,Volksbank Höxter-Beverungen -alt-,DE
47262626,Volksbank Westenholz,DE
47262703,Volksbank Delbrück-Hövelhof,DE
47263472,Volksbank Westerloh-Westerwiehe,DE
47264367,Vereinigte Volksbank,DE
47265383,Volksbank Wewelsburg-Ahden,DE
47267216,Volksbank Borgentreich -alt-,DE
47270024,Deutsche Bank Privat und Geschäftskunden,DE
47270029,Deutsche Bank,DE
47451235,Stadtsparkasse Marsberg -alt-,DE
47460028,Volksbank Warburger Land -alt-,DE
47640051,Commerzbank,DE
47650130,Sparkasse Detmold,DE
47651225,Stadtsparkasse Blomberg,DE
47670023,Deutsche Bank,DE
47670024,Deutsche Bank Privat und Geschäftskunden,DE
47690080,Volksbank Detmold -alt-,DE
47691200,Volksbank,DE
47800000,Bundesbank eh Gütersloh,DE
47840065,Commerzbank,DE
47840080,Commerzbank Zw 80,DE
47850065,Sparkasse Gütersloh,DE
47852760,Sparkasse Rietberg,DE
47853355,Stadtsparkasse Versmold,DE
47853520,Kreissparkasse Wiedenbrück,DE
47860125,Volksbank Gütersloh,DE
47861317,Volksbank Clarholz-Lette-Beelen,DE
47861518,Volksbank Harsewinkel,DE
47861806,Volksbank Kaunitz,DE
47861907,Volksbank Langenberg -alt-,DE
47862261,Volksbank Marienfeld -alt-,DE
47862447,Volksbank Rietberg,DE
47863373,Volksbank Versmold,DE
47880031,Commerzbank vormals Dresdner Bank,DE
48000000,Bundesbank,DE
48010111,SEB,DE
48020086,UniCredit Bank - HypoVereinsbank,DE
48020151,Bankhaus Lampe,DE
48021900,Bankverein Werther,DE
48040035,Commerzbank,DE
48040060,Commerzbank CC,DE
48040061,Commerzbank CC,DE
48050000,Westdeutsche Landesbank,DE
48050161,Sparkasse Bielefeld,DE
48051580,Kreissparkasse Halle,DE
48060036,Bielefelder Volksbank,DE
48062051,Volksbank Halle/Westf,DE
48062466,Spar-u Darlehnskasse Schloß Holte-Stukenbrock,DE
48070020,Deutsche Bank,DE
48070024,Deutsche Bank Privat und Geschäftskunden,DE
48070040,Deutsche Bank,DE
48070042,Deutsche Bank,DE
48070043,Deutsche Bank,DE
48070044,Deutsche Bank,DE
48070045,Deutsche Bank,DE
48070050,Deutsche Bank,DE
48070052,Deutsche Bank,DE
48080020,Commerzbank vormals Dresdner Bank,DE
48089350,Commerzbank vormals Dresdner Bank ITGK,DE
48091315,Volksbank Brackwede -alt-,DE
48250110,Sparkasse Lemgo,DE
48262248,Volksbank Nordlippe -alt-,DE
48291490,Volksbank Bad Salzuflen,DE
49000000,Bundesbank eh Minden,DE
49040043,Commerzbank,DE
49050101,Sparkasse Minden-Lübbecke,DE
49051065,Stadtsparkasse Rahden,DE
49051285,Stadtsparkasse Bad Oeynhausen,DE
49051990,Stadtsparkasse Porta Westfalica,DE
49060127,Volksbank Minden-Hille-Porta,DE
49060392,Volksbank Minden,DE
49061298,Volksbank Bad Oeynhausen -alt-,DE
49061470,Volksbank Stemweder Berg -alt-,DE
49061510,Volksbank Eisbergen -alt-,DE
49063296,Volksbank Petershagen,DE
49063338,Volksbank Hille -alt-,DE
49070024,Deutsche Bank Privat und Geschäftskunden,DE
49070028,Deutsche Bank,DE
49080025,Commerzbank vormals Dresdner Bank,DE
49092650,Volksbank Lübbecker Land,DE
49240096,Commerzbank,DE
49262364,Volksbank Schnathorst,DE
49440043,Commerzbank,DE
49450120,Sparkasse Herford,DE
49451210,Sparkasse Bad Salzuflen -alt-,DE
49461323,Volksbank Enger-Spenge -alt-,DE
49490070,Volksbank Bad Oeynhausen-Herford,DE
50000000,Bundesbank,DE
50010060,Postbank,DE
50010111,SEB,DE
50010200,AKBANK,DE
50010424,Aareal Bank,DE
50010517,ING-DiBa,DE
50010700,Degussa Bank,DE
50010900,Bank of America,DE
50012800,ALTE LEIPZIGER Bauspar,DE
50020160,UniCredit Bank - HypoVereinsbank Ndl 427 Ffm,DE
50020200,BHF-BANK,DE
50020300,KBC Bank Deutschland,DE
50020400,KfW Kreditanstalt für Wiederaufbau Frankfurt,DE
50020500,Landwirtschaftliche Rentenbank,DE
50020700,Credit Europe Bank Ndl. Deutschland,DE
50020800,Intesa Sanpaolo Frankfurt,DE
50020900,COREALCREDIT BANK,DE
50021000,ING Bank,DE
50021100,Frankfurter Fondsbank,DE
50023400,Bank of Beirut Ndl Frankfurt,DE
50030000,Banque PSA Finance Deutschland,DE
50030100,HKB Bank Frankfurt,DE
50030500,BNP PARIBAS Securities Services,DE
50030600,Deutsche WertpapierService Bank,DE
50030700,DenizBank (Wien) Zw Frankfurt,DE
50030800,LHB Internationale Handelsbank,DE
50030900,Lehman Brothers Bankhaus Frankfurt,DE
50031000,Triodos Bank Deutschland,DE
50031100,Bankhaus Main,DE
50033300,Santander Consumer Bank,DE
50040000,Commerzbank,DE
50040033,Commerzbank Gf BRS,DE
50040040,Commerzbank Gf ZRK,DE
50040048,Commerzbank GF-F48,DE
50040051,Commerzbank Center Dresdner Bank Frankfurt,DE
50040052,Commerzbank Service - BZ Frankfurt,DE
50040060,Commerzbank Gf 460,DE
50040061,Commerzbank Gf 461,DE
50040062,Commerzbank CC,DE
50040063,Commerzbank CC,DE
50040075,Commerzbank Gf ZCM,DE
50040088,"Commerzbank, INT 1",DE
50040099,Commerzbank INT,DE
50042500,Commerzbank Zw 425 - keine Auslandsbanken,DE
50044444,Commerzbank Vermögensverwaltung,DE
50047010,Commerzbank Service - BZ,DE
50050000,Landesbank Hessen-Thür Girozentrale,DE
50050201,Frankfurter Sparkasse,DE
50050222,Frankfurter Sparkasse GF 1822direkt,DE
50050999,DekaBank Frankfurt,DE
50060000,DZ Bank,DE
50060400,DZ BANK,DE
50060411,First Cash DZ BANK Frankfurt,DE
50060412,DZ BANK Gf vK,DE
50060500,Evangelische Kreditgenossenschaft -Filiale Frankfurt-,DE
50061741,Raiffeisenbank Oberursel,DE
50069126,Raiffeisenbank Alzey-Land,DE
50069146,Volksbank Grebenhain,DE
50069187,Volksbank Egelsbach -alt-,DE
50069241,Raiffeisenkasse Erbes-Büdesheim und Umgebung,DE
50069345,Raiffeisenbank,DE
50069455,Hüttenberger Bank,DE
50069464,Volksbank Inheiden-Villingen -alt-,DE
50069477,Raiffeisenbank Kirtorf,DE
50069693,Raiffeisenbank Bad Homburg Ndl d FrankfurterVB,DE
50069828,Raiffeisenbank Mücke -alt-,DE
50069842,Raiffeisen Volksbank,DE
50069976,Volksbank Wißmar,DE
50070010,Deutsche Bank Filiale,DE
50070024,Deutsche Bank Privat und Geschäftskunden,DE
50073019,Deutsche Bank,DE
50073024,Deutsche Bank Privat und Geschäftskunden,DE
50073081,Projektgesellschaft DB Europe,DE
50080000,Commerzbank vormals Dresdner Bank,DE
50080015,Commerzbank vormals Dresdner Bank Zw 15,DE
50080025,Commerzbank vormals Dresdner Bank Zw 25,DE
50080035,Commerzbank vormals Dresdner Bank Zw 35,DE
50080055,Commerzbank vormals Dresdner Bank Zw 55,DE
50080057,Commerzbank vormals Dresdner Bank Gf ZW 57,DE
50080060,Commerzbank vormals Dresdner Bank Gf DrKW,DE
50080061,Commerzbank vormals Dresdner Bank Gf DrKWSL,DE
50080077,"Commerzbank, GF Wüstenrot BSPK",DE
50080079,Commerzbank vormals Dresdner Bank ESOP,DE
50080080,Commerzbank vormals Dresdner Bank Bs 80,DE
50080082,Commerzbank vormals Dresdner Bank Gf AVB,DE
50080086,Commerzbank vormals Dresdner Bank ITGK 3,DE
50080087,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 4",DE
50080088,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 5",DE
50080089,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 6",DE
50080091,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 7",DE
50080092,Commerzbank vormals Dresdner Bank Finance and Controlling,DE
50080099,Commerzbank vormals Dresdner Bank Zw 99,DE
50080300,Commerzbank vormals Dresdner Bank Private Banking Inland,DE
50083007,Commerzbank vormals Dresdner Bank,DE
50083838,Commerzbank vormals Dresdner Bank in Frankfurt MBP,DE
50089400,Commerzbank vormals Dresdner Bank ITGK,DE
50090200,VR DISKONTBANK,DE
50090500,Sparda-Bank Hessen,DE
50090607,apoBank,DE
50090900,PSD Bank Hessen-Thüringen,DE
50092100,Spar- u Kreditbank ev-freikirchl Gemeinden,DE
50092200,Volksbank Main-Taunus -alt-,DE
50092900,Volksbank Usinger Land Ndl d Frankfurter VB,DE
50093000,Rüsselsheimer Volksbank,DE
50093010,Rüsselsheimer Volksbank GAA,DE
50093400,Volksbank Kelsterbach Ndl d Frankfurter VB,DE
50110200,Industrial and Commercial Bank of China,DE
50110300,DVB Bank,DE
50110400,AKA Ausfuhrkredit GmbH,DE
50110500,NATIXIS Zweigniederlassung Deutschland,DE
50110636,DTC Standard Chartered Bank Germany Branch,DE
50110700,Frankfurter Bankgesellschaft (Deutschland),DE
50110800,J.P. Morgan,DE
50110801,"J.P. Morgan, Internal Reference",DE
50110900,Bank of America N.A. Military Bank,DE
50120000,MainFirst Bank,DE
50120100,ICICI Bank UK Ndl Frankfurt am Main,DE
50120383,BETHMANN BANK,DE
50120500,Credit Suisse (Deutschland),DE
50120600,Bank of Communications Frankfurt branch,DE
50120900,VakifBank International Wien Zndl Frankfurt,DE
50123400,"VTB Bank (Austria), Zndl",DE
50130000,National Bank of Pakistan Zndl Frankfurt,DE
50130100,BethmannMaffei Bank -alt-,DE
50130200,"Oppenheim, Sal - jr & Cie",DE
50130300,First International Bank,DE
50130400,Merck Finck & Co,DE
50130600,UBS Deutschland,DE
50131000,Vietnam Joint Stock Commercial Bank for Industry and Trade,DE
50150000,Westdeutsche Landesbank Ndl Frankfurt,DE
50190000,Frankfurter Volksbank,DE
50190300,Volksbank Höchst,DE
50190400,Volksbank Griesheim,DE
50210111,SEB TZN Clearing,DE
50210112,SEB TZN MB Frankfurt,DE
50210130,SEB TZN MB Ffm.,DE
50210131,SEB TZN MB Ffm.,DE
50210132,SEB TZN MB Ffm.,DE
50210133,SEB TZN MB Ffm.,DE
50210134,SEB TZN MB Ffm.,DE
50210135,SEB TZN MB Ffm.,DE
50210136,SEB TZN MB Ffm.,DE
50210137,SEB TZN MB Ffm.,DE
50210138,SEB TZN MB Ffm.,DE
50210139,SEB TZN MB Ffm.,DE
50210140,SEB TZN MB Ffm.,DE
50210141,SEB TZN MB Ffm.,DE
50210142,SEB TZN MB Ffm.,DE
50210143,SEB TZN MB Ffm.,DE
50210144,SEB TZN MB Ffm.,DE
50210145,SEB TZN MB Ffm.,DE
50210146,SEB TZN MB Ffm.,DE
50210147,SEB TZN MB Ffm.,DE
50210148,SEB TZN MB Ffm.,DE
50210149,SEB TZN MB Ffm.,DE
50210150,SEB TZN MB Ffm.,DE
50210151,SEB TZN MB Ffm.,DE
50210152,SEB TZN MB Ffm.,DE
50210153,SEB TZN MB Ffm.,DE
50210154,SEB TZN MB Ffm.,DE
50210155,SEB TZN MB Ffm.,DE
50210156,SEB TZN MB Ffm.,DE
50210157,SEB TZN MB Ffm.,DE
50210158,SEB TZN MB Ffm.,DE
50210159,SEB TZN MB Ffm.,DE
50210160,SEB TZN MB Frankfurt,DE
50210161,SEB TZN MB Frankfurt,DE
50210162,SEB TZN MB Frankfurt,DE
50210163,SEB TZN MB Frankfurt,DE
50210164,SEB TZN MB Frankfurt,DE
50210165,SEB TZN MB Frankfurt,DE
50210166,SEB TZN MB Frankfurt,DE
50210167,SEB TZN MB Frankfurt,DE
50210168,SEB TZN MB Frankfurt,DE
50210169,SEB TZN MB Frankfurt,DE
50210170,SEB TZN MB Frankfurt,DE
50210171,SEB TZN MB Frankfurt,DE
50210172,SEB TZN MB Frankfurt,DE
50210173,SEB TZN MB Frankfurt,DE
50210174,SEB TZN MB Frankfurt,DE
50210175,SEB TZN MB Frankfurt,DE
50210176,SEB TZN MB Frankfurt,DE
50210177,SEB TZN MB Frankfurt,DE
50210178,SEB TZN MB Frankfurt,DE
50210179,SEB TZN MB Frankfurt,DE
50210180,SEB TZN MB Frankfurt,DE
50210181,SEB TZN MB Frankfurt,DE
50210182,SEB TZN MB Frankfurt,DE
50210183,SEB TZN MB Frankfurt,DE
50210184,SEB TZN MB Frankfurt,DE
50210185,SEB TZN MB Frankfurt,DE
50210186,SEB TZN MB Frankfurt,DE
50210187,SEB TZN MB Frankfurt,DE
50210188,SEB TZN MB Frankfurt,DE
50210189,SEB TZN MB Frankfurt,DE
50210200,Rabobank International Frankfurt Branch,DE
