blz,bankname,lkz
25450001,Stadtsparkasse Hameln,DE
25450110,Sparkasse Weserbergland,DE
25451345,Stadtsparkasse Bad Pyrmont,DE
25451450,Sparkasse Weserbergland,DE
25451655,Sparkasse Weserbergland,DE
25462160,Volksbank Hameln-Stadthagen,DE
25462680,Volksbank am Ith,DE
25470024,Deutsche Bank Privat und Geschäftskunden,DE
25470073,Deutsche Bank,DE
25471024,Deutsche Bank Privat und Geschäftskunden,DE
25471073,Deutsche Bank,DE
25480021,Commerzbank vormals Dresdner Bank,DE
25491071,Volksbank Bückeburg-Rinteln ehem VB Rinteln,DE
25491273,Volksbank Aerzen,DE
25491744,Volksbank Bad Münder,DE
25541426,Commerzbank,DE
25551480,Sparkasse Schaumburg,DE
25562308,Volksbank Nordschaumburg -alt-,DE
25562604,Volksbank Kirchhorsten -alt-,DE
25591413,Volksbank in Schaumburg,DE
25591748,Volksbank Obernkirchen -alt-,DE
25621327,Oldenburgische Landesbank AG,DE
25641302,Commerzbank,DE
25650106,Sparkasse Nienburg,DE
25651325,Kreissparkasse Grafschaft Diepholz,DE
25662540,Volksbank,DE
25663584,Volksbank Grafschaft Hoya,DE
25690009,Volksbank Nienburg,DE
25691633,Volksbank Sulingen,DE
25700000,Bundesbank eh Celle,DE
25730000,UniCredit Bank - HypoVereinsbank (ex VereinWest),DE
25740061,Commerzbank,DE
25750001,Sparkasse Celle,DE
25761894,Volksbank Wittingen-Klötze,DE
25770024,Deutsche Bank Privat und Geschäftskunden,DE
25770069,Deutsche Bank,DE
25780022,Commerzbank vormals Dresdner Bank,DE
25791516,Volksbank Hankensbüttel-Wahrenholz,DE
25791635,Volksbank Südheide,DE
25800000,Bundesbank eh Uelzen,DE
25840048,Commerzbank,DE
25841403,Commerzbank,DE
25841708,Commerzbank,DE
25850110,Sparkasse Uelzen Lüchow-Dannenberg,DE
25851335,Sparkasse Uelzen Lüchow-Dannenberg -alt-,DE
25851660,Kreissparkasse Soltau,DE
25861395,Volksbank Dannenberg -alt-,DE
25861990,Volksbank Clenze-Hitzacker,DE
25862292,Volksbank Uelzen-Salzwedel,DE
25863489,Volksbank Osterburg-Lüchow-Dannenberg,DE
25891483,Volksbank Osterburg-Lüchow-Dannenberg -alt-,DE
25891636,Volksbank Lüneburger Heide -alt-,DE
25900000,Bundesbank eh Hildesheim,DE
25910111,SEB,DE
25930000,UniCredit Bank - HypoVereinsbank (ex VereinWest),DE
25940033,Commerzbank,DE
25950001,Stadtsparkasse Hildesheim -alt-,DE
25950130,Sparkasse Hildesheim,DE
25960192,Bankhaus Hallbaum,DE
25970024,Deutsche Bank Privat und Geschäftskunden,DE
25970074,Deutsche Bank,DE
25971024,Deutsche Bank Privat und Geschäftskunden,DE
25971071,Deutsche Bank,DE
25980027,Commerzbank vormals Dresdner Bank,DE
25990011,Volksbank Hildesheim,DE
25991528,Volksbank Hildesheimer Börde,DE
25991911,Volksbank Sarstedt -alt-,DE
26000000,Bundesbank,DE
26010111,SEB,DE
26030000,UniCredit Bank - HypoVereinsbank (ex VereinWest),DE
26040030,Commerzbank,DE
26050001,Sparkasse Göttingen,DE
26051260,Sparkasse Duderstadt,DE
26051450,Kreis- und Stadtsparkasse Münden,DE
26060184,Bankhaus Hallbaum,DE
26061291,Volksbank Mitte,DE
26061556,Volksbank,DE
26062433,VR-Bank in Südniedersachsen,DE
26062575,Raiffeisenbank,DE
26070024,Deutsche Bank Privat und Geschäftskunden,DE
26070072,Deutsche Bank,DE
26080024,Commerzbank vormals Dresdner Bank,DE
26090050,Volksbank Göttingen,DE
26240039,Commerzbank,DE
26250001,Kreis-Sparkasse Northeim,DE
26251425,Sparkasse Einbeck,DE
26261396,Volksbank Dassel,DE
26261492,Volksbank Einbeck,DE
26261693,Volksbank Solling,DE
26271424,Deutsche Bank Privat und Geschäftskunden,DE
26271471,Deutsche Bank,DE
26280020,Commerzbank vormals Dresdner Bank,DE
26281420,Commerzbank vormals Dresdner Bank,DE
26340056,Commerzbank,DE
26341072,Commerzbank,DE
26350001,Stadtsparkasse Osterode,DE
26351015,Sparkasse Osterode am Harz,DE
26351445,Stadtsparkasse Bad Sachsa,DE
26361299,Volksbank Oberharz,DE
26500000,Bundesbank,DE
26510111,SEB,DE
26520017,Oldenburgische Landesbank AG,DE
26521703,Oldenburgische Landesbank AG,DE
26522319,Oldenburgische Landesbank AG,DE
26540070,Commerzbank,DE
26550105,Sparkasse Osnabrück,DE
26551540,Kreissparkasse Bersenbrück,DE
26552286,Kreissparkasse Melle,DE
26560189,Bankhaus Hallbaum,DE
26560625,apoBank,DE
26562490,Volksbank Bad Laer-Borgloh-Hilter-Melle,DE
26562694,Volksbank Wittlage -alt-,DE
26563960,Volksbank Bramgau-Wittlage,DE
26565928,Volksbank GMHütte-Hagen-Bissendorf,DE
26566939,Volksbank Osnabrücker Nordland,DE
26567943,VR-Bank im Altkreis Bersenbrück,DE
26570024,Deutsche Bank Privat und Geschäftskunden,DE
26570090,Deutsche Bank,DE
26580070,Commerzbank vormals Dresdner Bank,DE
26589210,Commerzbank vormals Dresdner Bank ITGK,DE
26590025,Volksbank Osnabrück,DE
26600000,Bundesbank eh Lingen (Ems),DE
26620010,Oldenburgische Landesbank AG,DE
26621413,Oldenburgische Landesbank AG,DE
26640049,Commerzbank,DE
26650001,Sparkasse Emsland,DE
26660060,Volksbank Lingen,DE
26661380,Volksbank Haselünne,DE
26661494,Emsländische Volksbank Meppen,DE
26661912,Volksbank Süd-Emsland -alt-,DE
26662932,Volksbank,DE
26691213,Volksbank Haren Fil d Ostfriesischen VB,DE
26720028,Oldenburgische Landesbank AG,DE
26740044,Commerzbank,DE
26750001,Kreissparkasse Grafschaft Bentheim zu Nordhorn,DE
26760005,Raiffeisen- und Volksbank Nordhorn -alt-,DE
26770024,Deutsche Bank Privat und Geschäftskunden,DE
26770095,Deutsche Bank,DE
26800000,Bundesbank eh Halberstadt,DE
26840032,Commerzbank,DE
26850001,Sparkasse Goslar/Harz,DE
26851410,Kreissparkasse Clausthal-Zellerfeld,DE
26851620,Sparkasse Salzgitter,DE
26870024,Deutsche Bank Privat und Geschäftskunden,DE
26870032,Deutsche Bank,DE
26880063,Commerzbank vormals Dresdner Bank,DE
26890019,Volksbank Nordharz,DE
26891484,Volksbank im Harz,DE
26941053,Commerzbank Wolfsburg,DE
26951311,Sparkasse Gifhorn-Wolfsburg,DE
26971024,Deutsche Bank Privat und Geschäftskunden,DE
26971038,Deutsche Bank,DE
26981062,Commerzbank vormals Dresdner Bank,DE
26989221,Commerzbank vormals Dresdner Bank ITGK,DE
26991066,Volksbank Braunschweig Wolfsburg,DE
27000000,Bundesbank eh Braunschweig,DE
27010111,SEB,DE
27010200,VON ESSEN Bankgesellschaft,DE
27020000,Volkswagen Bank,DE
27020001,Audi Bank Zndl d Volkswagen Bank,DE
27020003,Skoda Bank,DE
27020004,AutoEuropa Bank,DE
27020800,Seat Bank Zndl d Volkswagen Bank,DE
27030000,UniCredit Bank - HypoVereinsbank (ex VereinWest),DE
27032500,Bankhaus C. L. Seeliger,DE
27040080,Commerzbank,DE
27062290,Volksbank Börßum-Hornburg,DE
27070024,Deutsche Bank Privat und Geschäftskunden,DE
27070030,Deutsche Bank,DE
27070031,Deutsche Bank,DE
27070034,Deutsche Bank,DE
27070041,Deutsche Bank,DE
27070042,Deutsche Bank,DE
27070043,Deutsche Bank,DE
27070079,Deutsche Bank,DE
27072524,Deutsche Bank Privat und Geschäftskunden,DE
27072537,Deutsche Bank,DE
27072724,Deutsche Bank Privat und Geschäftskunden,DE
27072736,Deutsche Bank,DE
27080060,Commerzbank vormals Dresdner Bank,DE
27089221,Commerzbank vormals Dresdner Bank ITGK,DE
27090077,Volksbank Braunschweig -alt-,DE
27090618,apoBank,DE
27090900,PSD Bank,DE
27092555,Volksbank Wolfenbüttel-Salzgitter,DE
27131300,Bankhaus Rautenschlein,DE
27190082,Volksbank Helmstedt,DE
27240004,Commerzbank,DE
27290087,Volksbank Weserbergland,DE
27893215,Vereinigte Volksbank,DE
27893359,Volksbank Braunlage,DE
27893760,Volksbank,DE
28000000,Bundesbank,DE
28010111,SEB,DE
28020050,Oldenburgische Landesbank AG,DE
28021002,Oldenburgische Landesbank AG,DE
28021301,Oldenburgische Landesbank AG,DE
28021504,Oldenburgische Landesbank AG,DE
28021623,Oldenburgische Landesbank AG,DE
28021705,Oldenburgische Landesbank AG,DE
28021906,Oldenburgische Landesbank AG,DE
28022015,Oldenburgische Landesbank AG,DE
28022412,Oldenburgische Landesbank AG,DE
28022511,Oldenburgische Landesbank AG,DE
28022620,Oldenburgische Landesbank AG,DE
28022822,Oldenburgische Landesbank AG,DE
28023224,Oldenburgische Landesbank AG,DE
28023325,Oldenburgische Landesbank AG,DE
28030300,Bankhaus W. Fortmann & Söhne,DE
28040046,Commerzbank,DE
28042865,Commerzbank,DE
28050100,Landessparkasse zu Oldenburg,DE
28060228,Raiffeisenbank Oldenburg,DE
28061410,Raiffeisenbank Wesermarsch-Süd,DE
28061501,Volksbank Cloppenburg,DE
28061679,Volksbank Dammer Berge,DE
28061822,Volksbank Oldenburg,DE
28062165,Raiffeisenbank Rastede,DE
28062249,Volksbank Ganderkesee-Hude,DE
28062560,Volksbank Lohne-Mühlen,DE
28062740,Volksbank Bookholzberg-Lemwerder,DE
28062913,Volksbank Bösel,DE
28063253,Volksbank,DE
28063526,Volksbank Essen-Cappeln,DE
28063607,Volksbank Bakum,DE
28064090,VR Bank Dinklage-Steinfeld -alt-,DE
28064179,Volksbank Vechta,DE
28064241,Raiffeisen-Volksbank Varel-Nordenham,DE
28065061,Volksbank Löningen,DE
28065108,VR-Bank Dinklage-Steinfeld,DE
28065286,Raiffeisenbank Scharrel,DE
28066103,Volksbank Visbek,DE
28066214,Volksbank Wildeshauser Geest,DE
28066620,Spar- und Darlehnskasse Friesoythe,DE
28067068,Volksbank Neuenkirchen-Vörden,DE
28067170,Raiffeisen-Volksbank Delmenhorst-Schierbrok,DE
28067257,Volksbank Lastrup,DE
28068218,Raiffeisenbank Butjadingen-Abbehausen,DE
28069052,Raiffeisenbank Strücklingen-Idafehn,DE
28069092,VR Bank Oldenburg Land West,DE
28069109,Volksbank Emstek,DE
28069128,Raiffeisenbank Garrel,DE
28069138,VR Bank Oldenburg Land West,DE
28069293,Volksbank Obergrafschaft -alt-,DE
28069381,Hümmlinger Volksbank,DE
28069706,Volksbank Nordhümmling,DE
28069755,Raiffeisenbank Oldersum,DE
28069773,Raiffeisenbank Wiesedermeer-Wiesede-Marcardsm,DE
28069878,Raiffeisenbank Emsland-Mitte,DE
28069926,Volksbank Niedergrafschaft,DE
28069930,Volksbank Langen-Gersten,DE
28069935,Raiffeisenbank Lorup,DE
28069955,Volksbank Uelsen,DE
28069956,Grafschafter Volksbank,DE
28069991,Volksbank Emstal,DE
28069994,Volksbank Süd-Emsland,DE
28070024,Deutsche Bank Privat und Geschäftskunden,DE
28070057,Deutsche Bank,DE
28090633,apoBank,DE
28200000,Bundesbank eh Wilhelmshaven,DE
28220026,Oldenburgische Landesbank AG,DE
28222208,Oldenburgische Landesbank AG,DE
28222621,Oldenburgische Landesbank AG,DE
28240023,Commerzbank,DE
28250110,Sparkasse Wilhelmshaven,DE
28252760,Kreissparkasse Wittmund,DE
28261946,Raiffeisenbank Sande-Wangerland,DE
28262254,Volksbank Jever,DE
28262481,Raiffeisenbank Sande-Wangerland -alt-,DE
28262673,Raiffeisen-Volksbank Varel-Nordenham,DE
28270024,Deutsche Bank Privat und Geschäftskunden,DE
28270056,Deutsche Bank,DE
28280012,Commerzbank vormals Dresdner Bank,DE
28290063,Volksbank Wilhelmshaven,DE
28291551,Volksbank Esens,DE
28320014,Oldenburgische Landesbank AG,DE
28321816,Oldenburgische Landesbank AG,DE
28350000,Sparkasse Aurich-Norden,DE
28361592,Raiffeisen-Volksbank Fresena,DE
28420007,Oldenburgische Landesbank AG,DE
28421030,Oldenburgische Landesbank AG,DE
28440037,Commerzbank,DE
28450000,Sparkasse Emden,DE
28470024,Deutsche Bank Privat und Geschäftskunden,DE
28470091,Deutsche Bank,DE
28500000,Bundesbank eh Leer,DE
28520009,Oldenburgische Landesbank AG,DE
28521518,Oldenburgische Landesbank AG,DE
28540034,Commerzbank,DE
28550000,Sparkasse LeerWittmund,DE
28562297,Raiffeisen-Volksbank,DE
28562716,Raiffeisenbank Flachsmeer,DE
28562863,Raiffeisenbank Moormerland,DE
28563749,Raiffeisenbank,DE
28570024,Deutsche Bank Privat und Geschäftskunden,DE
28570092,Deutsche Bank,DE
28590075,Ostfriesische Volksbank Leer,DE
28591579,Volksbank Papenburg Fil d. Ostfries. VB Leer,DE
28591654,Volksbank Westrhauderfehn,DE
29000000,Bundesbank,DE
29010111,SEB,DE
29010400,Deutsche Schiffsbank,DE
29020000,Bankhaus Neelmeyer,DE
29020100,KBC Bank Deutschland,DE
29020200,NordFinanz Bank,DE
29020400,Deutsche Factoring Bank,DE
29030400,Bankhaus Carl F. Plump & CO,DE
29040060,Commerzbank CC,DE
29040061,Commerzbank CC,DE
29040090,Commerzbank,DE
29050000,Bremer Landesbank,DE
29050101,Sparkasse Bremen,DE
29070024,Deutsche Bank Privat und Geschäftskunden,DE
29070050,Deutsche Bank,DE
29070051,Deutsche Bank,DE
29070052,Deutsche Bank,DE
29070058,Deutsche Bank,DE
29070059,Deutsche Bank,DE
29080010,Commerzbank vormals Bremer Bank (Dresdner Bank),DE
29089210,Commerzbank vormals Bremer Bank (Dresdner Bank) ITGK,DE
29090605,apoBank,DE
29090900,PSD Bank Nord,DE
29121731,Oldenburgische Landesbank AG,DE
29151700,Kreissparkasse Syke,DE
29152300,Kreissparkasse Osterholz,DE
29152550,Zweckverbandssparkasse Scheeßel,DE
29152670,Kreissparkasse Verden,DE
29162394,Volksbank,DE
29162453,Volksbank Schwanewede,DE
29162697,Volksbank,DE
29165545,Volksbank Oyten,DE
29165681,Volksbank Sottrum,DE
29166568,Volksbank,DE
29167624,Volksbank Syke,DE
29172624,Deutsche Bank Privat und Geschäftskunden,DE
29172655,Deutsche Bank,DE
29190024,Bremische Volksbank,DE
29190330,Volksbank Bremen-Nord,DE
29200000,Bundesbank eh Bremerhaven,DE
29210111,SEB,DE
29240024,Commerzbank,DE
29250000,Sparkasse Bremerhaven,DE
29250150,Kreissparkasse Wesermünde-Hadeln,DE
29262722,Volksbank Geeste-Nord,DE
29265747,Volksbank Bremerhaven-Cuxland,DE
29280011,Commerzbank vormals Dresdner Bank,DE
29290034,Volksbank Bremerhaven-Wesermünde -alt-,DE
30000000,Bundesbank,DE
30010111,SEB,DE
30010400,IKB Deutsche Industriebank,DE
30010444,IKB Direkt - IKB Deutsche Industriebank,DE
30010700,"The Bank of Tokyo-Mitsubishi UFJ, Ltd.",DE
30020300,Santander Consumer Bank,DE
30020500,BHF-BANK,DE
30020700,Mizuho Corporate Bank Ltd Fil Düsseldorf,DE
30020900,TARGOBANK,DE
30022000,NRW.BANK,DE
30025500,WestLB Servicekonto,DE
30030100,S Broker Wiesbaden,DE
30030400,FXdirekt Bank,DE
30030500,C&A Bank,DE
30030600,ETRIS Bank,DE
30030880,HSBC Trinkaus & Burkhardt,DE
30030900,Merck Finck & Co,DE
30040000,Commerzbank,DE
30040048,Commerzbank GF-D48,DE
30040060,Commerzbank Gf 660,DE
30040061,Commerzbank Gf 661,DE
30040062,Commerzbank CC,DE
30040063,Commerzbank CC,DE
30050000,WestLB Düsseldorf,DE
30050110,Stadtsparkasse Düsseldorf,DE
30060010,WGZ Bank,DE
30060601,apoBank,DE
30060992,PSD Bank Rhein-Ruhr,DE
30070010,Deutsche Bank,DE
30070024,Deutsche Bank Privat und Geschäftskunden,DE
30080000,Commerzbank vormals Dresdner Bank,DE
30080005,Commerzbank vormals Dresdner Bank Zw 05,DE
30080022,Commerzbank vormals Dresdner Bank Ztv 22,DE
30080038,Commerzbank vormals Dresdner Bank Zw 38,DE
30080041,Commerzbank vormals Dresdner Bank Zw 41,DE
30080053,Commerzbank vormals Dresdner Bank Zw 53,DE
30080055,Commerzbank vormals Dresdner Bank Zw 55,DE
30080057,Commerzbank vormals Dresdner Bank Gf ZW 57,DE
30080061,Commerzbank vormals Dresdner Bank Zw 61,DE
30080074,Commerzbank vormals Dresdner Bank Zw 74,DE
30080080,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 3",DE
30080081,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 4",DE
30080082,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 5",DE
30080083,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 6",DE
30080084,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 7",DE
30080085,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 8",DE
30080086,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 9",DE
30080087,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 10",DE
30080088,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 11",DE
30080089,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 12",DE
30080095,Commerzbank vormals Dresdner Bank Zw 95,DE
30089300,Commerzbank vormals Dresdner Bank ITGK I,DE
30089302,Commerzbank vormals Dresdner Bank ITGK II,DE
30110300,Sumitomo Mitsui Banking Corporation,DE
30120400,"The Royal Bank of Scotland, Niederlassung Deutschland",DE
30120500,KBC Bank Deutschland,DE
30120764,UniCredit Bank - HypoVereinsbank Ndl 450 Düs,DE
30130100,Demir-Halk Bank (Nederland),DE
30130200,GarantiBank International,DE
30130600,Isbank Fil Düsseldorf,DE
30130800,Düsseldorfer Hypothekenbank,DE
30150001,SI/WLB Verrechnung Düsseldorf,DE
30150200,Kreissparkasse Düsseldorf,DE
30160213,Volksbank Düsseldorf Neuss,DE
30220190,UniCredit Bank - HypoVereinsbank,DE
30351220,Stadt-Sparkasse Haan,DE
30520000,RCI Banque S.A. NL Deutschland,DE
30530000,Bankhaus Werhahn,DE
30530500,"Bank11 für Privatkunden und Handel, Neuss",DE
30550000,Sparkasse Neuss,DE
30551240,Stadtsparkasse Kaarst-Büttgen -alt-,DE
30560090,Volksbank Neuss -alt-,DE
30560548,VR Bank,DE
31000000,Bundesbank eh Mönchengladbach,DE
31010111,SEB,DE
31010833,Santander Consumer Bank,DE
31040015,Commerzbank,DE
31040060,Commerzbank CC,DE
31040061,Commerzbank CC,DE
31050000,Stadtsparkasse Mönchengladbach,DE
31060181,Gladbacher Bank von 1922,DE
31060517,Volksbank Mönchengladbach,DE
31062154,Volksbank Brüggen-Nettetal,DE
31062553,Volksbank Schwalmtal,DE
31070001,Deutsche Bank,DE
31070024,Deutsche Bank Privat und Geschäftskunden,DE
31080015,Commerzbank vormals Dresdner Bank,DE
31080061,Commerzbank vormals Dresdner Bank Zw 61,DE
31251220,Kreissparkasse Heinsberg in Erkelenz,DE
31261282,Volksbank Erkelenz,DE
31263359,Raiffeisenbank Erkelenz,DE
31460290,Volksbank Viersen,DE
31470004,Deutsche Bank,DE
31470024,Deutsche Bank Privat und Geschäftskunden,DE
32000000,Bundesbank eh Krefeld,DE
32040024,Commerzbank,DE
32050000,Sparkasse Krefeld,DE
32051370,Sparkasse Geldern -alt-,DE
32051996,Sparkasse der Stadt Straelen,DE
32060362,Volksbank Krefeld,DE
32061384,Volksbank an der Niers,DE
32061414,Volksbank Kempen-Grefrath,DE
32070024,Deutsche Bank Privat und Geschäftskunden,DE
32070080,Deutsche Bank,DE
32080010,Commerzbank vormals Dresdner Bank,DE
32250050,Verbandssparkasse Goch,DE
32400000,"Bundesbank eh Kleve, Niederrhein",DE
32440023,Commerzbank,DE
32450000,Sparkasse Kleve,DE
32460422,Volksbank Kleverland,DE
32470024,Deutsche Bank Privat und Geschäftskunden,DE
32470077,Deutsche Bank,DE
33000000,Bundesbank eh Wuppertal,DE
33010111,SEB,DE
33020000,akf bank,DE
33020190,UniCredit Bank - HypoVereinsbank,DE
33030000,GEFA,DE
33040001,Commerzbank,DE
33040310,Commerzbank Zw 117,DE
33050000,Stadtsparkasse Wuppertal,DE
33060098,Credit- und Volksbank Wuppertal,DE
33060592,Sparda-Bank West,DE
33060616,apoBank,DE
33070024,Deutsche Bank Privat und Geschäftskunden,DE
33070090,Deutsche Bank,DE
33080001,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 1",DE
33080030,Commerzbank vormals Dresdner Bank,DE
33080085,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 2",DE
33080086,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 3",DE
33080087,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 4",DE
33080088,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 5",DE
33440035,Commerzbank,DE
33450000,Sparkasse Hilden-Ratingen-Velbert,DE
33451220,Sparkasse Heiligenhaus -alt-,DE
34040049,Commerzbank,DE
34050000,Stadtsparkasse Remscheid,DE
34051350,Sparkasse Radevormwald-Hückeswagen,DE
34051570,Stadtsparkasse Wermelskirchen,DE
34060094,Volksbank Remscheid-Solingen Remscheid-Lennep,DE
34070024,Deutsche Bank Privat und Geschäftskunden,DE
34070093,Deutsche Bank,DE
34080031,Commerzbank vormals Dresdner Bank,DE
34240050,Commerzbank,DE
34250000,Stadt-Sparkasse Solingen,DE
34270024,Deutsche Bank Privat und Geschäftskunden,DE
34270094,Deutsche Bank,DE
34280032,Commerzbank vormals Dresdner Bank,DE
35000000,Bundesbank,DE
35010111,SEB,DE
35020030,National-Bank,DE
35040038,Commerzbank,DE
35050000,Sparkasse Duisburg,DE
35060190,Bank für Kirche und Diakonie - KD-Bank,DE
35060386,Volksbank Rhein-Ruhr,DE
35060632,apoBank,DE
35070024,Deutsche Bank Privat und Geschäftskunden,DE
35070030,Deutsche Bank,DE
35080070,Commerzbank vormals Dresdner Bank,DE
35080085,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 1",DE
35080086,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 2",DE
35080087,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 3",DE
35080088,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 4",DE
35080089,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 5",DE
35090300,Bank für Schiffahrt (BFS) Fil d Ostfr VB Leer,DE
35211012,SEB,DE
35251000,Sparkasse Dinslaken-Voerde-Hünxe,DE
35261248,Volksbank Dinslaken,DE
35450000,Sparkasse am Niederrhein,DE
35451460,Sparkasse Neukirchen-Vluyn -alt-,DE
35451775,Sparkasse Rheinberg -alt-,DE
35461106,Volksbank Niederrhein,DE
35600000,Bundesbank eh Wesel,DE
35640064,Commerzbank,DE
35650000,Verbands-Sparkasse Wesel,DE
35660599,Volksbank Rhein-Lippe,DE
35850000,Stadtsparkasse Emmerich-Rees,DE
35860245,Volksbank Emmerich-Rees,DE
36000000,Bundesbank,DE
36010043,Postbank,DE
36010111,SEB,DE
36010200,VON ESSEN Bankgesellschaft,DE
36010424,Aareal Bank,DE
36010600,GALLINAT-BANK,DE
36010699,Gallinat - Bank Asset Backed Securities,DE
36010800,AKBANK N.V. Essen,DE
36020030,National-Bank Essen,DE
36020186,UniCredit Bank - HypoVereinsbank,DE
36020700,Hanseatic Bank,DE
36033300,Santander Consumer Bank,DE
36036000,VALOVIS Bank,DE
36040039,Commerzbank,DE
36040060,Commerzbank CC,DE
36040061,Commerzbank CC,DE
36050000,Westdeutsche Landesbank Girozentrale,DE
36050105,Sparkasse Essen,DE
36060192,Pax-Bank,DE
36060295,Bank im Bistum Essen,DE
36060488,GENO BANK ESSEN,DE
36060591,Sparda-Bank West,DE
36060610,apoBank,DE
36070024,Deutsche Bank Privat und Geschäftskunden,DE
36070050,Deutsche Bank,DE
36080080,Commerzbank vormals Dresdner Bank,DE
36080085,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK  2",DE
36089321,Commerzbank vormals Dresdner Bank ITGK,DE
36200000,Bundesbank eh Mülheim an der Ruhr,DE
36210111,SEB,DE
36220030,National-Bank -alt-,DE
36240045,Commerzbank,DE
36250000,Sparkasse Mülheim an der Ruhr,DE
36270024,Deutsche Bank Privat und Geschäftskunden,DE
36270048,Deutsche Bank,DE
36280071,Commerzbank vormals Dresdner Bank,DE
36500000,Bundesbank eh Oberhausen,DE
36520030,National-Bank -alt-,DE
36540046,Commerzbank,DE
36550000,Stadtsparkasse Oberhausen,DE
36570024,Deutsche Bank Privat und Geschäftskunden,DE
36570049,Deutsche Bank,DE
36580072,Commerzbank vormals Dresdner Bank,DE
37000000,Bundesbank,DE
37010050,Postbank,DE
37010111,SEB,DE
37010222,"The Royal Bank of Scotland, Niederlassung Deutschland",DE
37010600,Fortis Bank Ndl Deutschland,DE
37011000,Deutsche Postbank Easytrade,DE
37013030,Deutsche Post Zahlungsdienste,DE
37020090,UniCredit Bank - HypoVereinsbank,DE
37020200,AXA Bank,DE
37040048,Commerzbank GF-K48,DE
37040060,Commerzbank CC,DE
37040061,Commerzbank CC,DE
37050198,Sparkasse KölnBonn,DE
37050299,Kreissparkasse Köln,DE
37060120,Pax-Bank Gf MHD,DE
37060193,Pax-Bank,DE
37060590,Sparda-Bank West,DE
37060615,apoBank,DE
37060993,PSD Bank Köln,DE
37062124,Bensberger Bank,DE
37062365,Raiffeisenbank Frechen-Hürth,DE
37062600,VR Bank Bergisch Gladbach,DE
37063367,Raiffeisenbank Fischenich-Kendenich,DE
37069101,Spar- und Darlehnskasse Aegidienberg,DE
37069103,Raiffeisenbank Aldenhoven,DE
37069125,Raiffeisenbank Kürten-Odenthal,DE
37069153,Spar- und Darlehnskasse Brachelen,DE
37069164,Volksbank Meerbusch,DE
37069252,Volksbank Erft,DE
37069302,Raiffeisenbank,DE
37069303,Volksbank Gemünd-Kall -alt-,DE
37069306,Raiffeisenbank Grevenbroich,DE
37069322,Raiffeisenbank Gymnich,DE
37069330,Volksbank Haaren,DE
37069331,Raiffeisenbank von 1895 Zw Horrem -alt-,DE
37069342,Volksbank Heimbach,DE
37069354,Raiffeisenbank Selfkant Zw -alt-,DE
37069355,Spar- und Darlehnskasse Hoengen,DE
37069381,Volksbank Randerath-Immendorf,DE
37069401,Raiffeisenbank Junkersdorf,DE
37069405,Raiffeisenbank Kaarst,DE
37069412,Raiffeisenbank,DE
37069427,Volksbank Dünnwald-Holweide,DE
37069429,Volksbank Köln-Nord,DE
37069472,Raiffeisenbk Erftstadt -alt-,DE
37069520,VR-Bank Rhein-Sieg,DE
37069521,Raiffeisenbank Rhein-Berg,DE
37069524,Raiffeisenbank Much-Ruppichteroth,DE
37069577,Raiffeisenbank Odenthal -alt-,DE
37069627,Raiffeisenbank Rheinbach Voreifel,DE
37069639,Rosbacher Raiffeisenbank,DE
37069642,Raiffeisenbank,DE
37069707,Raiffeisenbank St Augustin,DE
37069720,VR-Bank Nordeifel,DE
37069805,Volksbank Wachtberg,DE
37069833,Raiffeisenbk Wesseling -alt-,DE
37069840,Volksbank Wipperfürth-Lindlar,DE
37069991,Brühler Bank,DE
37070024,Deutsche Bank Privat und Geschäftskunden,DE
37070060,Deutsche Bank,DE
37080040,Commerzbank vormals Dresdner Bank,DE
37080085,Commerzbank vormals Dresdner Bank Gf PCC DCC-ITGK 1,DE
37080086,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 4",DE
37080087,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 5",DE
37080088,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 6",DE
37080089,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 7",DE
37080090,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 8",DE
